,year,month,intent,police,sex,age,race,hispanic,place,education
12760,2012,3,Suicide,0,M,50,White,100,Home,HS/GED
12761,2012,3,Suicide,0,M,96,White,100,Home,HS/GED
12762,2012,2,Suicide,0,M,19,Hispanic,281,Other specified,HS/GED
12763,2012,3,Homicide,0,M,23,Black,100,Other specified,HS/GED
12764,2012,3,Suicide,0,M,26,White,100,Home,HS/GED
12765,2012,3,Suicide,0,M,45,White,100,Home,Some college
12766,2012,3,Suicide,0,M,20,Hispanic,210,Other unspecified,Less than HS
12767,2012,3,Homicide,0,F,16,Black,100,Home,Less than HS
12768,2012,3,Homicide,0,M,47,Black,100,Home,Some college
12769,2012,3,Suicide,0,M,72,White,100,Home,HS/GED
12770,2012,3,Suicide,0,F,54,White,100,Other unspecified,HS/GED
12771,2012,3,Suicide,0,M,80,White,100,Other unspecified,HS/GED
12772,2012,3,Homicide,0,M,21,Black,100,Home,HS/GED
12773,2012,3,Suicide,0,M,93,White,100,Home,BA+
12774,2012,3,Suicide,0,M,27,White,100,Other unspecified,HS/GED
12775,2012,3,Suicide,0,M,71,White,100,Home,BA+
12776,2012,2,Suicide,0,M,28,White,100,Home,Some college
12777,2012,3,Homicide,0,M,28,Black,998,Home,HS/GED
12778,2012,1,Suicide,0,M,89,White,998,Home,NA
12779,2012,3,Suicide,0,M,54,White,100,Other unspecified,Some college
12780,2012,3,Homicide,0,M,27,White,100,Other unspecified,HS/GED
12781,2012,3,Suicide,0,M,60,White,100,Other unspecified,BA+
12782,2012,3,Suicide,0,M,51,White,100,Home,HS/GED
12783,2012,3,Suicide,0,M,39,White,100,Home,HS/GED
12784,2012,3,Suicide,0,M,82,White,100,Home,Some college
12785,2012,3,Suicide,0,M,80,Hispanic,210,Home,HS/GED
12786,2012,4,Suicide,0,M,52,White,100,Home,Less than HS
12787,2012,4,Suicide,0,M,57,White,100,Other unspecified,HS/GED
12788,2012,4,Suicide,0,F,65,White,100,Home,HS/GED
12789,2012,2,Suicide,0,M,61,Native American/Native Alaskan,100,Other specified,NA
12790,2012,3,Suicide,0,M,43,White,100,Home,Less than HS
12791,2012,4,Suicide,0,M,52,White,100,Home,HS/GED
12792,2012,3,Suicide,0,M,25,White,100,Farm,HS/GED
12793,2012,4,Suicide,0,M,51,White,100,Other unspecified,HS/GED
12794,2012,4,Suicide,0,M,16,White,100,School/instiution,Less than HS
12795,2012,4,Suicide,0,M,15,White,100,Other specified,Less than HS
12796,2012,4,Suicide,0,M,44,Black,100,Other specified,HS/GED
12797,2012,4,Suicide,0,M,65,White,100,Home,Some college
12798,2012,4,Suicide,0,M,74,White,100,Other unspecified,HS/GED
12799,2012,3,Suicide,0,M,29,White,100,Home,HS/GED
12800,2012,5,Suicide,0,M,42,White,100,Other specified,HS/GED
12801,2012,4,Homicide,1,M,17,Black,100,NA,Less than HS
12802,2012,4,Suicide,0,F,52,White,100,Other unspecified,HS/GED
12803,2012,4,Suicide,0,F,52,White,100,Home,Some college
12804,2012,5,Suicide,0,M,18,White,100,Other unspecified,Less than HS
12805,2012,4,Suicide,0,M,30,White,100,Home,Some college
12806,2012,5,Homicide,0,M,23,Black,100,Trade/service area,HS/GED
12807,2012,4,Suicide,0,M,14,White,100,Other unspecified,Less than HS
12808,2012,5,Suicide,0,M,64,White,100,Other unspecified,HS/GED
12809,2012,5,Suicide,0,M,51,White,100,Home,BA+
12810,2012,5,Suicide,0,M,33,White,100,Home,HS/GED
12811,2012,4,Homicide,0,M,44,Black,100,Other specified,Less than HS
12812,2012,5,Suicide,0,M,52,White,100,Home,Some college
12813,2012,5,Suicide,0,M,48,White,100,Home,Some college
12814,2012,5,Suicide,0,M,49,White,100,Home,Less than HS
12815,2012,5,Accidental,0,M,15,Hispanic,210,Farm,Less than HS
12816,2012,4,Suicide,0,M,48,Hispanic,210,Home,HS/GED
12817,2012,5,Suicide,0,M,55,White,100,Other unspecified,Some college
12818,2012,5,Suicide,0,M,50,Hispanic,210,Home,Less than HS
12819,2012,5,Suicide,0,M,21,White,100,Trade/service area,Some college
12820,2012,5,Suicide,0,M,46,Native American/Native Alaskan,100,Other unspecified,BA+
12821,2012,5,Suicide,0,M,51,White,100,Home,BA+
12822,2012,5,Suicide,0,M,18,White,100,Home,HS/GED
12823,2012,6,Suicide,0,F,53,White,100,Home,HS/GED
12824,2012,5,Homicide,0,M,49,White,100,Other specified,HS/GED
12825,2012,5,Suicide,0,M,66,White,100,Other unspecified,NA
12826,2012,5,Suicide,0,M,68,White,100,Home,HS/GED
12827,2012,5,Suicide,0,M,33,White,100,Home,BA+
12828,2012,5,Homicide,0,F,43,Black,100,Home,Some college
12829,2012,4,Suicide,0,M,22,Black,100,Other unspecified,Some college
12830,2012,5,Suicide,0,M,23,White,100,Home,Some college
12831,2012,5,Suicide,0,M,59,White,100,Street,HS/GED
12832,2012,6,Homicide,0,F,41,White,100,Home,BA+
12833,2012,5,Suicide,0,M,73,White,100,Other unspecified,HS/GED
12834,2012,6,Suicide,0,M,55,White,100,Home,HS/GED
12835,2012,5,Suicide,0,M,23,White,100,Other unspecified,HS/GED
12836,2012,6,Suicide,0,M,27,Hispanic,210,Home,Less than HS
12837,2012,6,Suicide,0,F,48,White,100,Other specified,BA+
12838,2012,6,Suicide,0,M,37,White,100,Home,Some college
12839,2012,5,Suicide,0,M,89,White,100,Home,Less than HS
12840,2012,6,Suicide,0,M,64,White,100,Home,HS/GED
12841,2012,3,Suicide,0,M,77,White,100,Home,Less than HS
12842,2012,6,Suicide,0,F,25,White,100,Home,HS/GED
12843,2012,5,Suicide,0,M,80,White,100,Home,BA+
12844,2012,6,Suicide,0,M,72,White,100,Other unspecified,HS/GED
12845,2012,5,Suicide,0,M,21,White,100,Other unspecified,Some college
12846,2012,6,Homicide,0,M,31,White,100,Other specified,Less than HS
12847,2012,6,Suicide,0,M,35,White,100,Home,Some college
12848,2012,4,Suicide,0,M,79,White,100,Farm,HS/GED
12849,2012,6,Suicide,0,M,64,White,100,Home,HS/GED
12850,2012,6,Suicide,0,M,22,White,100,Home,Some college
12851,2012,6,Suicide,0,M,44,White,100,Home,Less than HS
12852,2012,6,Suicide,0,M,39,White,100,Other unspecified,HS/GED
12853,2012,5,Suicide,0,M,74,White,100,Home,Some college
12854,2012,6,Suicide,0,F,19,White,100,Home,Some college
12855,2012,7,Suicide,0,M,91,White,100,Home,Less than HS
12856,2012,3,Suicide,0,M,31,White,100,Other unspecified,Some college
12857,2012,7,Suicide,0,M,49,White,100,Other specified,BA+
12858,2012,7,Suicide,0,F,51,White,100,Home,Less than HS
12859,2012,5,Suicide,0,M,14,White,100,Home,Less than HS
12860,2012,7,Suicide,0,M,51,Hispanic,210,Farm,HS/GED
12861,2012,6,Suicide,0,M,47,White,100,Home,HS/GED
12862,2012,7,Suicide,0,M,75,White,100,Other unspecified,HS/GED
12863,2012,7,Suicide,0,M,45,White,100,Home,Some college
12864,2012,7,Suicide,0,M,59,White,100,Home,BA+
12865,2012,7,Suicide,0,M,60,White,100,Other unspecified,HS/GED
12866,2012,5,Homicide,0,M,23,Black,100,Street,Some college
12867,2012,7,Homicide,0,M,34,Black,100,Home,HS/GED
12868,2012,4,Homicide,1,M,24,White,100,NA,Some college
12869,2012,7,Suicide,0,M,68,White,100,Home,Some college
12870,2012,7,Suicide,0,M,63,White,100,Other specified,BA+
12871,2012,7,Suicide,0,M,61,White,100,Home,HS/GED
12872,2012,7,Suicide,0,M,42,White,100,Other specified,Some college
12873,2012,7,Suicide,0,M,31,White,100,Home,HS/GED
12874,2012,7,Suicide,0,F,46,White,100,Home,HS/GED
12875,2012,6,Suicide,0,M,60,White,100,Home,HS/GED
12876,2012,7,Suicide,0,M,37,White,100,Home,HS/GED
12877,2012,7,Suicide,0,M,81,White,100,Home,BA+
12878,2012,7,Suicide,0,M,17,White,100,Home,Less than HS
12879,2012,7,Suicide,0,M,36,White,100,Other unspecified,HS/GED
12880,2012,7,Suicide,0,M,60,White,100,Other unspecified,Some college
12881,2012,7,Suicide,0,M,36,White,100,Home,HS/GED
12882,2012,7,Homicide,0,F,45,White,100,Home,HS/GED
12883,2012,7,Suicide,0,M,65,Black,100,Other unspecified,HS/GED
12884,2012,8,Suicide,0,M,48,White,100,Other unspecified,HS/GED
12885,2012,8,Suicide,0,M,38,Hispanic,210,Home,Less than HS
12886,2012,8,Suicide,0,M,55,White,100,Other unspecified,BA+
12887,2012,8,Homicide,0,M,23,Hispanic,227,Home,Less than HS
12888,2012,7,Suicide,0,M,53,White,100,Other unspecified,HS/GED
12889,2012,8,Suicide,0,F,16,White,100,Home,Less than HS
12890,2012,8,Suicide,0,M,19,White,100,Home,HS/GED
12891,2012,7,Homicide,0,M,37,White,100,Other unspecified,HS/GED
12892,2012,8,Suicide,0,M,34,White,100,Home,Some college
12893,2012,7,Suicide,0,M,26,White,100,Home,Some college
12894,2012,8,Suicide,0,F,47,White,100,Home,HS/GED
12895,2012,7,Homicide,0,M,31,Black,100,Home,HS/GED
12896,2012,8,Suicide,0,M,28,White,100,Other unspecified,BA+
12897,2012,8,Suicide,0,M,65,White,100,Other unspecified,HS/GED
12898,2012,8,Suicide,0,M,49,White,100,Other unspecified,Some college
12899,2012,8,Suicide,0,F,37,White,100,Other unspecified,Some college
12900,2012,8,Suicide,0,M,47,White,100,Other unspecified,HS/GED
12901,2012,8,Suicide,0,M,19,White,100,Other unspecified,Less than HS
12902,2012,8,Homicide,0,F,40,Black,100,Other specified,Less than HS
12903,2012,8,Suicide,0,M,81,White,100,Home,Less than HS
12904,2012,8,Suicide,0,M,87,White,100,Other unspecified,Some college
12905,2012,7,Suicide,0,M,39,White,100,Other unspecified,HS/GED
12906,2012,8,Suicide,0,M,66,White,100,Home,BA+
12907,2012,8,Suicide,0,M,60,White,100,Home,Some college
12908,2012,8,Suicide,0,F,89,White,100,Home,BA+
12909,2012,8,Suicide,0,F,58,White,100,Home,Some college
12910,2012,9,Homicide,0,F,48,White,100,Home,BA+
12911,2012,9,Homicide,0,F,8,Hispanic,281,Home,Less than HS
12912,2012,9,Suicide,0,M,26,White,100,Home,Some college
12913,2012,8,Suicide,0,M,74,White,100,Home,Some college
12914,2012,9,Suicide,0,M,54,White,100,Home,HS/GED
12915,2012,9,Homicide,0,F,22,White,100,Home,BA+
12916,2012,7,Suicide,0,M,31,White,100,Other unspecified,HS/GED
12917,2012,9,Suicide,0,M,38,White,100,Home,Some college
12918,2012,9,Suicide,0,M,56,White,100,Other specified,HS/GED
12919,2012,8,Suicide,0,M,57,White,998,Other specified,Some college
12920,2012,9,Suicide,0,M,31,White,100,Home,Some college
12921,2012,8,Homicide,0,M,54,Black,100,Other specified,NA
12922,2012,8,Homicide,0,M,21,White,100,Home,HS/GED
12923,2012,9,Suicide,0,F,52,White,100,Home,BA+
12924,2012,7,Suicide,0,M,67,White,100,Home,HS/GED
12925,2012,8,Suicide,0,F,58,White,100,Home,NA
12926,2012,9,Suicide,0,M,55,White,100,Home,BA+
12927,2012,8,Homicide,0,M,51,White,100,Other specified,HS/GED
12928,2012,9,Suicide,0,M,26,White,100,Other unspecified,BA+
12929,2012,9,Suicide,0,M,19,White,100,Home,HS/GED
12930,2012,9,Suicide,0,F,48,White,100,Other unspecified,HS/GED
12931,2012,9,Suicide,0,M,72,White,100,Home,HS/GED
12932,2012,9,Suicide,0,M,47,White,100,Home,HS/GED
12933,2012,9,Homicide,0,F,49,White,100,Home,HS/GED
12934,2012,9,Homicide,0,M,28,Black,100,Other specified,HS/GED
12935,2012,8,Suicide,0,M,46,Hispanic,210,Other specified,Less than HS
12936,2012,9,Suicide,0,M,61,White,100,Home,HS/GED
12937,2012,9,Suicide,0,M,42,White,100,Home,HS/GED
12938,2012,9,Suicide,0,M,23,White,100,Home,HS/GED
12939,2012,9,Suicide,0,M,77,White,100,Other unspecified,Some college
12940,2012,9,Suicide,0,M,51,White,100,Home,Less than HS
12941,2012,8,Suicide,0,M,66,White,100,Home,BA+
12942,2012,9,Homicide,0,F,41,White,100,Home,Less than HS
12943,2012,10,Suicide,0,M,54,White,100,Home,Some college
12944,2012,9,Undetermined,0,M,21,White,100,Home,HS/GED
12945,2012,9,Suicide,0,M,44,White,100,Other specified,HS/GED
12946,2012,9,Suicide,0,M,19,Black,100,Home,HS/GED
12947,2012,9,Suicide,0,M,17,White,100,Other unspecified,Less than HS
12948,2012,10,Suicide,0,M,53,White,100,Other unspecified,HS/GED
12949,2012,10,Suicide,0,M,78,White,100,Home,HS/GED
12950,2012,10,Suicide,0,M,57,White,100,Other unspecified,Some college
12951,2012,8,Suicide,0,M,27,White,100,Home,Less than HS
12952,2012,10,Homicide,0,M,19,Hispanic,210,Other unspecified,Some college
12953,2012,10,Suicide,0,M,31,Hispanic,210,Home,HS/GED
12954,2012,9,Suicide,0,M,27,Black,100,Home,HS/GED
12955,2012,10,Suicide,0,M,21,White,100,Other unspecified,Some college
12956,2012,8,Homicide,0,M,29,White,100,Home,HS/GED
12957,2012,10,Accidental,0,M,24,Hispanic,210,Other unspecified,Some college
12958,2012,10,Suicide,0,M,43,Hispanic,210,Home,Some college
12959,2012,10,Suicide,0,M,39,White,100,Other unspecified,BA+
12960,2012,9,Suicide,0,M,30,White,100,Home,Some college
12961,2012,9,Homicide,0,M,31,Black,100,Home,HS/GED
12962,2012,9,Homicide,0,M,32,Black,100,Home,HS/GED
12963,2012,10,Suicide,0,M,40,White,100,Other unspecified,Some college
12964,2012,10,Suicide,0,M,50,White,100,Home,BA+
12965,2012,10,Homicide,0,M,75,Hispanic,210,Trade/service area,Less than HS
12966,2012,10,Suicide,0,F,25,White,100,Home,Some college
12967,2012,10,Suicide,0,M,66,White,100,Street,Some college
12968,2012,10,Homicide,0,F,34,White,100,Home,BA+
12969,2012,9,Homicide,0,M,37,White,100,Street,HS/GED
12970,2012,10,Suicide,0,M,42,White,100,Other specified,BA+
12971,2012,9,Homicide,0,M,27,Hispanic,210,Home,Less than HS
12972,2012,10,Suicide,0,M,49,White,100,Home,HS/GED
12973,2012,10,Homicide,0,M,17,Black,100,Street,Less than HS
12974,2012,10,Suicide,0,M,55,White,100,Home,Some college
12975,2012,10,Suicide,0,M,40,White,100,Home,BA+
12976,2012,9,Suicide,0,M,55,White,100,Other unspecified,Less than HS
12977,2012,9,Suicide,0,M,37,White,100,Other unspecified,Some college
12978,2012,10,Homicide,0,M,22,Black,100,Other specified,HS/GED
12979,2012,10,Suicide,0,M,47,White,100,Home,BA+
12980,2012,10,Suicide,0,M,50,White,100,Other specified,BA+
12981,2012,10,Accidental,0,M,18,White,100,Other specified,Some college
12982,2012,9,Suicide,0,M,54,White,100,Home,HS/GED
12983,2012,10,Suicide,0,M,51,White,100,Home,HS/GED
12984,2012,10,Suicide,0,F,25,Hispanic,210,Street,Some college
12985,2012,10,Suicide,0,M,34,White,100,Home,BA+
12986,2012,11,Suicide,0,M,43,White,100,Other unspecified,HS/GED
12987,2012,11,Suicide,0,M,45,White,100,Home,Some college
12988,2012,11,Suicide,0,M,60,White,100,Home,BA+
12989,2012,10,Homicide,0,F,85,White,100,Home,Some college
12990,2012,10,Suicide,0,M,88,White,100,Home,HS/GED
12991,2012,11,Suicide,0,M,52,White,100,Home,BA+
12992,2012,11,Homicide,0,M,19,Hispanic,210,Street,HS/GED
12993,2012,11,Suicide,0,M,24,White,100,Farm,Some college
12994,2012,11,Suicide,0,M,48,White,100,Other specified,Some college
12995,2012,11,Suicide,0,M,84,White,100,Residential institution,BA+
12996,2012,11,Suicide,0,M,44,White,100,Home,HS/GED
12997,2012,11,Homicide,0,M,51,White,100,Other specified,BA+
12998,2012,11,Suicide,0,M,31,Hispanic,210,Home,Less than HS
12999,2012,11,Suicide,0,M,73,White,100,Home,HS/GED
13000,2012,11,Suicide,0,M,66,White,100,Home,BA+
13001,2012,11,Suicide,0,M,41,White,100,Home,HS/GED
13002,2012,12,Suicide,0,M,45,White,100,Home,HS/GED
13003,2012,11,Homicide,0,M,22,White,100,Trade/service area,HS/GED
13004,2012,11,Homicide,0,M,79,Black,100,Trade/service area,BA+
13005,2012,11,Suicide,0,M,22,White,100,Home,Some college
13006,2012,10,Homicide,0,M,35,Black,100,Street,HS/GED
13007,2012,12,Suicide,0,M,54,White,100,Home,HS/GED
13008,2012,12,Suicide,0,M,26,White,100,Home,HS/GED
13009,2012,11,Undetermined,0,M,24,White,100,Home,HS/GED
13010,2012,12,Suicide,0,M,37,White,100,Other specified,Some college
13011,2012,12,Suicide,0,M,30,White,100,Home,Some college
13012,2012,11,Homicide,0,M,16,Black,100,Other unspecified,Less than HS
13013,2012,11,Suicide,0,F,37,Hispanic,210,Other unspecified,Some college
13014,2012,12,Suicide,0,M,16,White,100,Other unspecified,Less than HS
13015,2012,12,Suicide,0,M,61,White,100,Home,HS/GED
13016,2012,12,Suicide,0,M,40,Black,100,Home,BA+
13017,2012,12,Homicide,0,M,29,White,100,Other specified,BA+
13018,2012,12,Homicide,0,M,50,White,100,Other specified,BA+
13019,2012,12,Homicide,0,M,22,Native American/Native Alaskan,100,Home,Some college
13020,2012,11,Suicide,0,M,23,Black,100,Other unspecified,Less than HS
13021,2012,11,Suicide,0,M,29,White,100,Other unspecified,HS/GED
13022,2012,12,Homicide,0,M,38,Asian/Pacific Islander,100,Other unspecified,HS/GED
13023,2012,12,Suicide,0,M,51,White,100,Home,HS/GED
13024,2012,12,Homicide,0,F,78,White,100,Home,Some college
13025,2012,12,Suicide,0,M,39,White,100,Home,Less than HS
13026,2012,12,Suicide,0,M,32,White,100,Home,Some college
13027,2012,12,Suicide,0,M,32,White,100,Other unspecified,Some college
13028,2012,12,Suicide,0,F,43,White,100,Home,Some college
13029,2012,12,Suicide,0,M,53,White,100,Other specified,BA+
13030,2012,11,Suicide,0,F,70,White,100,Other unspecified,HS/GED
13031,2012,11,Homicide,0,M,73,White,100,Home,HS/GED
13032,2012,11,Suicide,0,M,66,White,100,Trade/service area,Some college
13033,2012,12,Suicide,0,M,29,White,100,Other specified,HS/GED
13034,2012,12,Suicide,0,M,51,White,100,Home,HS/GED
13035,2012,11,Suicide,0,M,17,White,100,Home,Less than HS
13036,2012,12,Suicide,0,M,53,White,100,Home,BA+
13037,2012,12,Suicide,0,F,42,White,100,Home,HS/GED
13038,2012,12,Homicide,0,M,77,White,100,Home,HS/GED
13039,2012,12,Suicide,0,M,27,White,100,Other unspecified,Some college
13040,2012,12,Homicide,0,M,22,Black,100,Other specified,HS/GED
13041,2012,12,Suicide,0,M,34,White,100,Other unspecified,HS/GED
13042,2012,12,Suicide,0,M,50,White,100,Other specified,Some college
13043,2012,12,Suicide,0,M,76,White,100,Home,BA+
13044,2012,11,Homicide,0,M,26,Black,100,Street,HS/GED
13045,2012,12,Homicide,0,M,23,Hispanic,210,Other unspecified,HS/GED
13046,2012,12,Suicide,0,M,79,White,100,Home,HS/GED
13047,2012,12,Suicide,0,M,15,Hispanic,210,Home,Less than HS
13048,2012,10,Homicide,0,M,37,Hispanic,210,Home,Less than HS
13049,2012,12,Suicide,0,M,27,White,100,Other unspecified,NA
13050,2012,8,Suicide,0,M,68,White,100,Home,HS/GED
13051,2012,12,Homicide,0,M,27,Black,100,Home,Some college
13052,2012,1,Suicide,0,M,95,White,100,Home,BA+
13053,2012,1,Suicide,0,M,50,White,100,Home,HS/GED
13054,2012,1,Suicide,0,M,30,White,100,Home,BA+
13055,2012,1,Suicide,0,M,76,White,100,Home,HS/GED
13056,2012,1,Suicide,0,M,16,White,100,Home,Less than HS
13057,2012,1,Suicide,0,M,94,White,100,Home,Less than HS
13058,2012,1,Suicide,0,M,84,White,100,Home,HS/GED
13059,2012,1,Suicide,0,M,83,White,100,Home,HS/GED
13060,2012,1,Suicide,0,F,19,Hispanic,270,Home,Some college
13061,2012,1,Suicide,0,M,33,White,100,Home,Some college
13062,2012,1,Suicide,0,M,21,White,100,Other specified,Some college
13063,2012,1,Suicide,0,M,41,White,100,Home,HS/GED
13064,2012,1,Suicide,0,M,87,White,100,Home,Less than HS
13065,2012,1,Suicide,0,M,83,White,100,Home,Less than HS
13066,2012,1,Suicide,0,F,46,White,100,Home,BA+
13067,2012,1,Suicide,0,M,41,White,100,Home,Some college
13068,2012,1,Suicide,0,M,70,White,100,Other specified,Some college
13069,2012,1,Suicide,0,M,45,White,100,Home,Some college
13070,2012,1,Suicide,0,F,32,White,100,Other specified,Some college
13071,2012,1,Suicide,0,M,22,White,100,Home,Less than HS
13072,2012,1,Suicide,0,M,24,White,100,Other specified,HS/GED
13073,2012,1,Suicide,0,M,74,White,100,Home,Some college
13074,2012,1,Suicide,0,M,29,White,100,Other specified,Some college
13075,2012,1,Suicide,0,M,46,White,100,Home,Less than HS
13076,2012,1,Suicide,0,M,46,White,100,Home,Less than HS
13077,2012,1,Suicide,0,M,59,White,100,Other specified,Some college
13078,2012,1,Suicide,0,M,67,White,100,Home,HS/GED
13079,2012,1,Suicide,0,M,66,White,100,Other specified,HS/GED
13080,2012,1,Suicide,0,M,44,White,100,Home,BA+
13081,2012,1,Suicide,0,F,55,White,100,Home,HS/GED
13082,2012,1,Suicide,0,M,53,White,100,Home,Less than HS
13083,2012,2,Suicide,0,M,44,White,100,Home,Less than HS
13084,2012,2,Suicide,0,M,62,White,100,Home,Less than HS
13085,2012,1,Suicide,0,M,52,White,100,Home,HS/GED
13086,2012,2,Suicide,0,M,53,White,100,Home,HS/GED
13087,2012,2,Suicide,0,M,73,White,100,Home,Less than HS
13088,2012,2,Suicide,0,F,54,White,100,Home,Some college
13089,2012,1,Suicide,0,M,62,White,100,Home,HS/GED
13090,2012,1,Suicide,0,F,39,White,100,Other specified,HS/GED
13091,2012,1,Suicide,0,M,43,White,100,Other specified,HS/GED
13092,2012,1,Homicide,0,F,30,White,100,Other specified,HS/GED
13093,2012,2,Accidental,0,M,9,White,100,Home,Less than HS
13094,2012,2,Suicide,0,M,50,White,100,Home,HS/GED
13095,2012,1,Homicide,0,M,68,White,100,Home,BA+
13096,2012,2,Suicide,0,M,56,White,100,Home,Some college
13097,2012,2,Suicide,0,F,38,White,100,Other specified,HS/GED
13098,2012,1,Suicide,0,M,55,White,100,Home,Some college
13099,2012,2,Suicide,0,M,55,White,100,Home,HS/GED
13100,2012,1,Suicide,0,M,36,Black,100,Home,Less than HS
13101,2012,1,Suicide,0,F,31,Black,100,Other specified,Some college
13102,2012,2,Homicide,0,M,28,White,100,Street,HS/GED
13103,2012,2,Homicide,0,M,43,White,100,Home,HS/GED
13104,2012,2,Suicide,0,F,23,White,100,Home,Less than HS
13105,2012,1,Suicide,0,M,22,Black,100,Other specified,Some college
13106,2012,1,Suicide,0,M,26,White,100,Home,Some college
13107,2012,2,Suicide,0,M,22,White,100,Other specified,HS/GED
13108,2012,2,Suicide,0,F,42,White,100,Home,Less than HS
13109,2012,1,Suicide,0,M,44,White,100,Home,HS/GED
13110,2012,1,Suicide,0,M,38,Black,100,Home,HS/GED
13111,2012,2,Suicide,0,M,57,White,100,Street,HS/GED
13112,2012,1,Homicide,0,M,34,White,100,Other specified,Less than HS
13113,2012,2,Suicide,0,F,39,White,100,Home,HS/GED
13114,2012,2,Suicide,0,M,79,White,100,Home,HS/GED
13115,2012,1,Homicide,0,M,37,White,100,Other specified,HS/GED
13116,2012,1,Suicide,0,M,81,White,100,Home,Less than HS
13117,2012,2,Suicide,0,M,27,White,100,Home,HS/GED
13118,2012,3,Suicide,0,F,23,White,100,Home,Some college
13119,2012,2,Homicide,0,M,39,White,100,Other specified,HS/GED
13120,2012,2,Suicide,0,F,53,White,100,Home,HS/GED
13121,2012,3,Suicide,0,M,33,White,100,Other specified,Less than HS
13122,2012,2,Suicide,0,M,63,White,100,Other specified,HS/GED
13123,2012,1,Suicide,0,F,40,White,100,Home,Some college
13124,2012,1,Homicide,0,M,60,White,100,Street,Less than HS
13125,2012,2,Suicide,0,M,56,White,100,Other specified,HS/GED
13126,2012,2,Suicide,0,M,34,White,100,Other specified,BA+
13127,2012,3,Suicide,0,F,47,White,100,Home,Less than HS
13128,2012,1,Homicide,0,M,24,Black,100,Other specified,HS/GED
13129,2012,3,Suicide,0,M,48,White,100,Home,Less than HS
13130,2012,3,Suicide,0,M,31,White,100,Home,HS/GED
13131,2012,2,Suicide,0,M,63,White,100,Home,BA+
13132,2012,3,Suicide,0,M,89,White,100,Home,HS/GED
13133,2012,2,Suicide,0,M,51,White,100,Other specified,BA+
13134,2012,3,Suicide,0,M,55,White,100,Home,HS/GED
13135,2012,2,Homicide,0,M,42,White,100,Other specified,HS/GED
13136,2012,3,Suicide,0,M,33,White,100,Home,HS/GED
13137,2012,2,Suicide,0,M,68,White,100,Other specified,Less than HS
13138,2012,1,Undetermined,0,M,34,White,100,Other specified,HS/GED
13139,2012,2,Suicide,0,M,23,White,100,Other specified,Some college
13140,2012,3,Suicide,0,M,53,White,100,Other specified,HS/GED
13141,2012,3,Suicide,0,M,50,White,100,Home,HS/GED
13142,2012,3,Suicide,0,F,36,White,100,Home,HS/GED
13143,2012,3,Suicide,0,M,56,White,100,Home,HS/GED
13144,2012,3,Suicide,0,M,58,White,100,Other specified,Less than HS
13145,2012,3,Suicide,0,F,42,White,100,Home,Some college
13146,2012,3,Suicide,0,M,60,White,100,Home,BA+
13147,2012,3,Suicide,0,M,49,White,100,Home,HS/GED
13148,2012,3,Homicide,1,M,27,White,100,NA,HS/GED
13149,2012,3,Homicide,0,M,21,White,100,Home,Less than HS
13150,2012,3,Suicide,0,M,52,White,100,Other specified,HS/GED
13151,2012,4,Suicide,0,M,46,White,100,Home,HS/GED
13152,2012,3,Suicide,0,M,70,White,100,Home,Less than HS
13153,2012,3,Suicide,0,M,73,White,100,Other specified,HS/GED
13154,2012,3,Suicide,0,F,22,White,100,Home,HS/GED
13155,2012,4,Suicide,0,M,75,White,100,Home,HS/GED
13156,2012,3,Suicide,0,M,43,White,100,Home,Less than HS
13157,2012,2,Suicide,0,M,53,White,100,Home,Less than HS
13158,2012,2,Homicide,0,M,30,Black,100,Other specified,Some college
13159,2012,2,Homicide,0,M,53,Black,100,Other specified,HS/GED
13160,2012,3,Homicide,0,M,22,Black,100,Street,Less than HS
13161,2012,3,Undetermined,0,F,48,White,100,Home,Less than HS
13162,2012,3,Suicide,0,M,22,White,100,Home,BA+
13163,2012,3,Suicide,0,M,73,White,100,Other specified,HS/GED
13164,2012,3,Homicide,0,F,28,White,100,Home,HS/GED
13165,2012,2,Homicide,0,F,48,White,100,Other specified,HS/GED
13166,2012,4,Homicide,0,M,47,White,100,Other specified,HS/GED
13167,2012,3,Homicide,0,M,16,Black,100,Other specified,Less than HS
13168,2012,2,Suicide,0,F,56,White,100,Other specified,Some college
13169,2012,3,Suicide,0,M,63,White,100,Home,HS/GED
13170,2012,3,Suicide,0,M,26,White,100,Other specified,HS/GED
13171,2012,2,Suicide,0,M,25,White,100,Home,HS/GED
13172,2012,4,Suicide,0,M,84,White,100,Home,HS/GED
13173,2012,4,Suicide,0,M,68,White,100,Home,HS/GED
13174,2012,3,Suicide,0,F,20,White,100,Street,Some college
13175,2012,3,Suicide,0,M,54,White,100,Home,BA+
13176,2012,2,Homicide,0,M,43,White,100,Home,HS/GED
13177,2012,3,Suicide,0,F,53,White,100,Other specified,HS/GED
13178,2012,4,Suicide,0,M,37,White,100,Other specified,HS/GED
13179,2012,4,Suicide,0,M,30,White,100,Home,HS/GED
13180,2012,4,Suicide,0,M,83,White,100,Home,HS/GED
13181,2012,3,Accidental,0,M,25,White,100,Home,HS/GED
13182,2012,3,Homicide,0,M,21,Black,100,Home,Less than HS
13183,2012,4,Suicide,0,F,22,White,100,Home,HS/GED
13184,2012,3,Suicide,0,M,56,White,100,Street,HS/GED
13185,2012,4,Suicide,0,M,61,White,100,Home,HS/GED
